movie_id,keyword_id
272,1872
272,3679
272,6969
272,7002
272,9715
272,9717
272,9823
272,10044
272,10278
272,10842
272,14536
272,163455
272,173719
272,179095
272,187710
272,206694
272,206700
272,206709
272,206715
272,206716
10527,409
10527,931
10527,1691
10527,1899
10527,2043
10527,2172
10527,2509
10527,2552
10527,3028
10527,3347
10527,3645
10527,3800
10527,7639
10527,9663
10527,15097
10527,156395
10527,179431
18360,2598
18360,5648
18360,179431
18360,194476
18360,209642
2080,417
2080,1852
2080,2792
2080,6092
2080,8828
2080,9715
2080,179430
2080,179431
605,83
605,310
605,312
605,334
605,490
605,663
605,780
605,1001
605,1373
605,1530
605,1552
605,1566
605,1670
605,1701
605,1721
605,2725
605,2812
605,2849
605,2964
605,3219
605,3222
605,3223
605,3225
605,3737
605,4563
605,4565
605,6104
605,6150
605,6193
605,6256
605,10084
605,10364
605,12190
605,187056
605,220232
605,221385
109445,2011
109445,4344
109445,7376
109445,10085
109445,10115
109445,10336
109445,10385
109445,10541
109445,10794
109445,11173
109445,155801
109445,179430
109445,187056
109445,209714
604,83
604,310
604,312
604,779
604,780
604,1001
604,1566
604,1701
604,1721
604,2812
604,2849
604,2964
604,3217
604,3219
604,3221
604,3737
604,4563
604,4565
604,6104
604,6150
604,6193
604,6256
604,10364
604,12190
604,187056
604,221385
76338,8828
76338,9715
76338,9717
76338,171783
76338,179101
76338,179430
76338,179431
76338,180547
76338,209714
76338,209818
76341,2964
76341,3713
76341,4458
76341,4565
76341,5657
76341,10084
76341,10349
76341,10562
76341,155499
76341,190954
76341,212516
13448,588
13448,716
13448,818
13448,1715
13448,5950
13448,5960
13448,8056
13448,9675
13448,9676
13448,10410
13448,14780
13448,161207
13448,234169
10195,1508
10195,5149
10195,5539
10195,8828
10195,9366
10195,9715
10195,9717
10195,11436
10195,179101
10195,179430
10195,180547
10195,209714
10195,209818
10195,232926
10195,232932
13053,1939
13053,9963
13053,18165
13053,158378
13053,179431
13053,213873
13053,230873
13053,232802
19585,156904
19585,179431
57165,1449
57165,2033
57165,2035
57165,2036
57165,8985
57165,161170
57165,161172
57165,162861
57165,162862
57165,166457
57165,209714
62213,616
62213,2883
62213,3133
62213,10541
62213,11860
62213,15375
62213,33505
62213,41410
62213,155733
62213,160269
62213,160274
62213,160279
62213,162846
62213,190941
62213,193263
177677,212
177677,470
177677,1201
177677,3289
177677,9663
177677,10364
177677,10410
177677,160852
177677,233055
7978,494
7978,8250
7978,9714
7978,11004
7978,12564
5559,730
5559,1488
5559,2382
5559,2778
5559,2779
5559,3203
5559,3616
5559,3800
5559,4247
5559,6148
5559,179430
49444,779
49444,3929
49444,7379
49444,8531
49444,10364
49444,187056
10196,657
10196,1445
10196,2770
10196,3071
10196,4152
10196,4237
10196,5331
10196,5638
10196,9714
10196,10563
10196,13002
10196,13152
10196,13153
10196,13154
10196,13155
10196,13156
956,220
956,591
956,716
956,833
956,1308
956,1328
956,1653
956,1880
956,1969
956,2052
956,2546
956,2676
956,2682
956,3181
956,3269
956,3344
956,3739
956,3877
956,4277
956,4289
956,4697
956,4698
956,4699
956,4700
956,4701
956,4702
956,6104
956,9748
956,9826
956,10364
956,11612
956,12965
956,18118
956,33648
956,46958
956,191881
956,222423
117251,840
117251,10410
117251,41249
117251,192099
50321,5202
50321,9951
50321,10084
50321,10539
50321,12553
50321,14909
50321,15101
50321,179431
11619,212
11619,1449
11619,1571
11619,3799
11619,4456
11619,5490
11619,9345
266647,334
266647,2343
266647,3205
266647,4332
266647,5938
266647,12988
266647,170362
82703,494
82703,1160
82703,2051
82703,2393
82703,4379
82703,5202
82703,5561
82703,6054
82703,9825
82703,10103
82703,11477
82703,11478
82703,15162
82703,157303
82703,157894
82703,176056
82703,179431
82703,190100
82703,193213
82703,195506
82703,199093
82703,208757
82703,228041
652,380
652,596
652,2035
652,3258
652,3265
652,3930
652,4372
652,4373
652,6062
652,6917
652,9725
652,10141
652,14704
652,158553
652,162861
652,189601
652,235615
652,235616
652,235617
652,235618
652,235619
80321,3645
80321,209714
36669,3290
36669,156095
36669,208633
36669,234365
43074,5248
43074,15040
43074,161184
43074,162846
95,83
95,90
95,305
95,843
95,1423
95,1430
95,1432
95,1826
95,1872
95,5600
95,9882
95,13027
95,14626
95,164889
95,179431
95,199076
95,211487
608,83
608,1308
608,1381
608,1568
608,1826
608,2173
608,2428
608,2547
608,3243
608,3760
608,6112
608,9951
608,174915
2310,509
2310,2037
2310,2251
2310,3932
2310,4615
2310,5035
2310,5895
2310,7368
2310,7411
2310,7412
2310,9920
2310,10541
2310,14643
2310,14704
2310,161919
2310,196544
140300,478
140300,779
140300,780
140300,5331
140300,8531
140300,9663
140300,11477
140300,11500
140300,12554
140300,15036
140300,184656
140300,187056
56292,1721
56292,9663
56292,10364
56292,14601
56292,17992
56292,156395
56292,156767
81188,1566
81188,1991
81188,3030
81188,9923
81188,33597
81188,41581
81188,41584
81188,179431
7552,818
7552,1333
7552,1621
7552,3607
7552,9714
7552,10532
7552,14549
7552,33740
7552,156052
7552,157296
7552,160510
7552,211295
7552,227863
7552,227864
616,233
616,1327
616,1335
616,1400
616,1402
616,1462
616,1543
616,1908
616,1938
616,2001
616,2156
616,2280
616,2568
616,2796
616,2802
616,2905
616,3070
616,3072
616,3073
616,3074
616,3077
616,3078
616,3080
616,4549
616,10089
616,13065
616,33457
616,33564
616,170007
616,207928
616,220492
147441,488
147441,3036
147441,157894
147441,209714
147441,211105
13475,1612
13475,3822
13475,4040
13475,4300
13475,4379
13475,4380
13475,5100
13475,9675
13475,9684
13475,9685
13475,9686
13475,12388
13475,12405
13475,155212
13475,156282
13475,161176
13475,161184
557,1014
557,3986
557,4543
557,5812
557,6062
557,8828
557,9715
557,11794
557,156075
557,169887
557,189094
82702,494
82702,1157
82702,2858
82702,5895
82702,9663
82702,10084
82702,12554
82702,157499
82702,175421
82702,192913
82702,209714
205584,1160
205584,1449
205584,1721
205584,2035
205584,2906
205584,6091
205584,9727
205584,10084
205584,18034
205584,161172
205584,163338
205584,185638
205584,227686
10048,310
10048,4410
10048,179430
13183,849
13183,1308
13183,1583
13183,4948
13183,9717
13183,10410
13183,18139
13183,34161
13183,157938
13183,158456
13183,173995
13183,174008
13183,174016
13183,174019
13183,208289
944,167377
944,167381
944,188944
1927,387
1927,582
1927,1299
1927,1402
1927,1419
1927,1718
1927,2766
1927,2800
1927,3695
1927,4375
1927,4456
1927,8570
1927,8828
1927,9715
1927,12393
1927,13005
1927,13073
1927,14760
1927,15162
1927,18034
1927,18047
1927,46951
1927,157344
1927,162365
1927,163207
1927,179100
1927,179102
1927,184987
1927,222797
72559,321
72559,782
72559,1328
72559,1576
72559,2534
72559,3467
72559,8570
72559,10084
72559,10410
72559,14601
72559,14643
72559,18420
72559,191574
7364,168297
7364,168302
2114,3994
2114,4565
2114,9951
2114,12413
2114,14760
2114,41645
1771,242
1771,279
1771,1956
1771,2652
1771,8828
1771,9715
1771,9717
1771,11064
1771,15060
1771,41523
1771,173775
1771,179430
1771,180547
1771,209714
36643,6731
36643,10364
36643,10590
36643,41185
36643,41188
36643,156095
8619,182662
8619,182664
8619,182671
8619,182677
8619,182681
50620,3133
50620,9840
50620,9990
50620,160184
50620,185616
50620,185628
50620,185629
50620,185632
50620,185633
50620,185644
50620,185645
50620,185648
50620,185653
50620,185655
50620,185668
50620,231407
65759,3028
65759,4344
65759,179430
65759,209714
1724,242
1724,1809
1724,8828
1724,9715
1724,9717
1724,10562
1724,10718
1724,10834
1724,12555
1724,160977
1724,162365
1724,179100
1724,180547
1724,200918
1724,202816
267935,212
267935,392
267935,818
267935,2011
267935,12663
267935,13014
267935,14895
267935,189099
267935,227364
281957,494
281957,570
281957,818
281957,1262
281957,1442
281957,2522
281957,3593
281957,9454
281957,9748
281957,9826
281957,10322
281957,10349
281957,10468
281957,10794
281957,14819
281957,157164
281957,158175
281957,159138
281957,185722
281957,194976
77950,240
77950,830
77950,1566
77950,3428
77950,3720
77950,4455
77950,6525
77950,9713
77950,33637
77950,167986
44896,798
44896,1197
44896,2551
44896,12764
44896,14569
44896,14570
44896,14571
44896,14585
44896,14586
44896,14587
44896,14588
270946,3028
270946,3645
270946,209714
2503,90
2503,417
2503,744
2503,782
2503,818
2503,1295
2503,3246
2503,3851
2503,3864
2503,4087
2503,6086
2503,6110
2503,6710
2503,9663
2503,10410
2503,10950
2503,11134
2503,14735
2503,14819
2503,14967
2503,18269
2503,164148
2503,185702
2503,187844
2503,226521
2503,226522
9502,478
9502,779
9502,780
9502,1310
9502,1585
9502,1946
9502,1998
9502,2660
9502,3930
9502,4809
9502,6362
9502,8531
9502,9362
9502,11500
9502,14955
9502,15036
9502,15149
9502,33401
9502,40850
9502,156075
9502,179430
9502,185319
9502,193046
102899,8828
102899,9715
102899,9717
102899,179430
102899,179431
102899,180547
102899,209714
101299,271
101299,818
101299,1310
101299,1328
101299,1382
101299,2136
101299,2903
101299,2964
101299,4565
101299,5740
101299,6186
101299,8570
101299,8862
101299,9663
101299,9826
101299,10349
101299,10410
101299,11196
101299,11221
101299,11322
101299,12380
101299,14601
101299,15017
101299,156395
101299,171956
101299,223438
228161,6054
228161,9831
228161,9882
228161,9951
228161,14909
228161,197194
228161,235972
228161,235974
74,447
74,586
74,3800
74,4565
74,5600
74,12332
74,14909
74,207569
8961,416
8961,529
8961,701
8961,1568
8961,1666
8961,1941
8961,7963
8961,10089
8961,10950
8961,12371
8961,12648
8961,13142
8961,14819
8961,14967
8961,15271
8961,15483
8961,18026
8961,18067
8961,155799
8961,156117
8961,156805
8961,167316
8961,179093
8961,219404
8961,226380
8961,226381
417859,4414
417859,6187
27576,441
27576,470
27576,591
27576,1930
27576,2106
27576,2111
27576,3637
27576,4776
27576,9748
27576,10562
27576,10950
27576,11134
27576,11322
27576,12366
27576,13015
27576,14819
27576,190654
27576,190981
27576,208314
86834,3036
86834,9649
86834,195790
86834,209714
17578,483
17578,1316
17578,1454
17578,3423
17578,6956
17578,10733
17578,11121
17578,12193
17578,209714
17578,210313
673,334
673,2052
673,2343
673,2630
673,3650
673,3872
673,3873
673,3884
673,3904
673,4252
673,4379
673,12392
673,12564
673,33783
673,33784
673,179430
6972,440
6972,1956
6972,2752
6972,5657
6972,6731
6972,7856
6972,9656
6972,179430
6972,221178
6972,229066
6972,229067
82700,4565
10567,843
10567,1423
10567,3077
10567,4803
10567,10336
10567,10506
10567,10789
10567,12616
10567,161186
10567,166958
10567,178645
10567,181033
10567,183414
181533,1406
181533,2598
181533,5647
181533,9682
181533,209642
38055,83
38055,248
38055,378
38055,1308
38055,1357
38055,1419
38055,1718
38055,1919
38055,2095
38055,2217
38055,2598
38055,4127
38055,8803
38055,11477
38055,12193
38055,179431
38055,219826
671,616
671,1441
671,2343
671,2630
671,3335
671,3650
671,3872
671,4238
671,4456
671,170362
671,223438
49524,1321
49524,4668
49524,9104
49524,9748
49524,10327
49524,162846
49524,207199
22,911
22,1318
22,1319
22,1321
22,1459
22,1860
22,3266
22,4062
22,5600
22,5744
22,11086
22,11087
22,12988
22,33457
22,157186
22,167861
22,179430
22,185200
22,235625
22,235626
131631,836
131631,4458
131631,4565
131631,6091
131631,9663
131631,11322
131631,18101
131631,18249
131631,162484
131631,162845
131631,165299
131631,207569
131631,223438
591,90
591,113
591,186
591,345
591,818
591,1222
591,2908
591,2966
591,2969
591,2970
591,2975
591,2976
591,2978
591,4008
591,10410
591,11855
591,156081
591,161207
591,161507
591,161508
591,163531
591,173162
172385,2646
172385,9663
172385,10787
172385,33928
172385,166103
172385,198270
36658,1852
36658,8828
36658,9715
36658,9717
36658,10761
51497,1161
51497,1812
51497,6089
51497,9777
51497,9844
51497,10051
51497,10291
51497,10562
51497,10594
51497,10718
51497,11148
51497,12414
51497,33885
51497,156395
51497,159953
51497,179431
58574,1752
58574,10028
58574,18023
18823,2033
18823,2035
18823,2036
18823,8985
18823,10863
18823,11624
18823,33696
18823,161170
18823,161171
18823,161172
18823,162861
18823,162862
18823,209714
861,560
861,769
861,836
861,839
861,848
861,1475
861,1852
861,3249
861,3388
861,3864
861,4289
861,4565
861,12190
861,187008
861,187046
1911,616
1911,1964
1911,1975
1911,5475
1911,5894
1911,5895
1911,5939
1911,6091
1911,10364
49040,782
49040,1994
49040,5729
49040,11767
49040,15219
49040,18067
49040,18254
49040,181620
49040,181623
49040,181628
49040,181632
49040,181635
49040,181637
49040,181641
49040,181644
49040,181648
49040,181650
49040,181651
415,848
415,849
415,851
415,853
415,855
415,6969
415,9715
415,10452
415,163455
8871,65
8871,1441
8871,1605
8871,1991
8871,5331
8871,9963
435,83
435,295
435,843
435,2210
435,2212
435,2213
435,2214
435,2215
435,2216
435,2218
435,2219
435,2220
435,2221
435,2222
435,2223
435,2224
435,2225
435,2226
435,2227
435,3693
435,6086
435,10794
435,12670
435,14760
435,34161
435,157160
435,199076
955,321
955,514
955,591
955,720
955,1308
955,1418
955,1568
955,2041
955,2695
955,3269
955,3737
955,4289
955,6104
955,12965
955,14675
955,14819
955,18031
955,33705
955,33885
955,191881
2133,3366
2133,13046
2133,168663
2133,168669
2133,168672
2133,168673
2133,168676
2133,168678
2133,168679
2133,168683
1979,657
